client_id;genre;age_moyen;nb_sessions;panier_moyen;ca_total;nb_produits_diff;cluster
c_1119;f;61,407407407407405;13;14,320740740740739;386,65999999999997;16;0,0
c_112;f;49,35087719298246;16;13,303859649122808;758,32;37;0,0
c_1120;m;40,71028037383178;43;12,806355140186916;1370,28;51;0,0
c_1121;m;60,61538461538461;21;20,166923076923077;786,51;20;0,0
c_1122;m;61,572649572649574;87;15,477350427350427;1810,85;60;0,0
c_1123;f;42,39344262295082;20;17,508196721311474;1068,0;43;0,0
c_1124;f;71,63636363636364;40;13,817454545454547;759,96;33;0,0
c_1125;f;49,82539682539682;22;17,24015873015873;1086,1299999999999;35;0,0
c_1126;m;53,54651162790697;74;15,170116279069767;1304,6299999999999;44;0,0
c_1127;m;26,620689655172413;15;36,41241379310345;1055,96;12;1,0
c_1128;f;58,61224489795919;37;14,43938775510204;707,53;23;0,0
c_1129;f;37,62162162162162;10;13,45972972972973;498,01;16;0,0
c_113;m;47,795180722891565;25;14,097710843373493;1170,11;33;0,0
c_1130;f;42,7196261682243;42;15,76355140186916;1686,7;45;0,0
c_1131;m;17,73913043478261;16;63,348260869565216;1457,01;9;1,0
c_1132;m;43,610169491525426;29;16,85627118644068;994,52;29;0,0
c_1133;f;45,59731543624161;75;12,976577181208054;1933,51;83;0,0
c_1134;m;17,5;6;29,2575;234,06;4;1,0
c_1135;f;55,416666666666664;11;14,6975;176,37;7;0,0
c_1136;f;84,70833333333333;43;13,104166666666666;629,0;24;0,0
c_1137;m;78,67708333333333;76;17,2475;1655,76;47;0,0
c_1138;f;44,716981132075475;92;12,473537735849057;2644,39;94;0,0
c_1139;m;40,6951871657754;88;13,934598930481283;2605,77;87;0,0
c_114;f;17,384615384615383;7;20,125384615384615;261,63;9;1,0
c_1140;m;18,571428571428573;11;35,918571428571425;502,85999999999996;7;1,0
c_1141;f;17,5;2;12,78;76,67999999999999;3;0,0
c_1142;f;70,36842105263158;10;19,241052631578945;365,58;15;0,0
c_1143;m;17,775510204081634;37;50,828163265306124;2490,58;21;1,0
c_1144;m;46,711711711711715;49;13,462162162162162;1494,3;59;0,0
c_1145;m;45,68648648648649;74;12,360432432432432;2286,68;82;0,0
c_1146;m;52,535714285714285;21;18,179285714285715;509,02;14;0,0
c_1147;f;23,647058823529413;13;51,40176470588235;873,8299999999999;6;1,0
c_1148;m;63,7;23;16,955833333333334;1017,35;28;0,0
c_1149;f;21,727272727272727;59;55,117402597402595;4244,04;31;1,0
c_115;f;42,2;8;12,523333333333333;187,85;12;0,0
c_1150;m;44,673469387755105;25;14,56408163265306;713,64;27;0,0
c_1151;f;65,66363636363636;88;16,753272727272726;1842,86;49;0,0
c_1152;m;39,627737226277375;48;12,293503649635037;1684,21;67;0,0
c_1153;m;43,57251908396947;55;14,24763358778626;1866,44;70;0,0
c_1154;f;35,80672268907563;42;12,554285714285715;1493,96;55;0,0
c_1155;f;70,5952380952381;23;11,81952380952381;496,42;20;0,0
c_1156;f;63,61038961038961;70;13,641818181818183;1050,42;36;0,0
c_1157;f;56,714285714285715;11;12,504285714285714;175,06;6;0,0
c_1158;f;29,714285714285715;19;57,56523809523809;1208,87;11;1,0
c_1159;f;26,0;8;75,225;601,8;3;1,0
c_116;f;25,92063492063492;23;29,13142857142857;1835,28;19;1,0
c_1160;m;36,535714285714285;14;11,864285714285714;332,2;13;0,0
c_1161;m;50,4375;12;16,4175;262,68;10;0,0
c_1162;f;63,5;19;17,015666666666664;510,46999999999997;18;0,0
c_1163;f;68,80645161290323;23;19,19451612903226;595,03;15;0,0
c_1164;f;71,6969696969697;13;12,097272727272726;399,21;16;0,0
c_1165;f;56,69230769230769;44;13,947076923076922;906,56;34;0,0
c_1166;m;40,66;30;13,151800000000001;657,59;24;0,0
c_1167;f;44,623655913978496;42;13,628494623655914;1267,45;48;0,0
c_1168;m;32,723880597014926;49;15,482985074626864;2074,72;64;0,0
c_1169;m;24,826923076923077;34;66,3098076923077;3448,11;22;1,0
c_117;f;33,6124031007752;45;13,19643410852713;1702,34;62;0,0
c_1170;m;33,721518987341774;35;12,99746835443038;1026,8;37;0,0
c_1171;m;86,5;10;12,96;233,28;11;0,0
c_1172;f;27,666666666666668;27;49,47388888888889;1781,06;16;1,0
c_1173;m;25,48936170212766;35;35,25595744680851;1657,03;26;1,0
c_1174;m;52,38095238095238;10;17,418095238095237;365,78;14;0,0
c_1175;f;50,80487804878049;33;13,59170731707317;557,26;17;0,0
c_1176;m;20,75;16;36,211;724,22;10;1,0
c_1177;f;44,71966527196653;88;13,521046025104601;3231,5299999999997;104;0,0
c_1178;m;37,669642857142854;96;12,797991071428571;2866,75;98;0,0
c_1179;m;19,66216216216216;24;23,211756756756756;1717,67;31;1,0
c_118;f;48,78947368421053;19;15,007543859649122;855,43;26;0,0
c_1180;f;57,388888888888886;15;15,788333333333334;284,19;11;0,0
c_1181;m;19,764705882352942;10;49,89;848,13;8;1,0
c_1182;m;37,725806451612904;28;12,124354838709678;751,71;23;0,0
c_1183;m;42,60474308300395;113;12,45094861660079;3150,09;125;0,0
c_1184;f;63,75;14;16,80375;268,86;7;0,0
c_1185;m;17,708333333333332;19;47,30416666666667;1135,3;10;1,0
c_1186;f;25,375;17;75,41541666666667;1809,97;16;1,0
c_1187;f;19,785714285714285;10;45,25142857142857;633,52;8;1,0
c_1188;f;74,68;19;22,7036;567,59;11;0,0
c_1189;m;36,6764705882353;67;13,625235294117648;2316,29;80;0,0
c_119;f;17,68421052631579;49;40,24355263157895;3058,51;32;1,0
c_1190;m;46,601694915254235;43;13,628983050847458;1608,22;57;0,0
c_1191;f;23,6875;33;39,08708333333333;1876,18;22;1,0
c_1192;f;25,580645161290324;21;51,9858064516129;1611,56;13;1,0
c_1193;f;31,67153284671533;59;14,252481751824817;1952,59;66;0,0
c_1194;f;22,541666666666668;14;90,66916666666667;2176,06;11;1,0
c_1195;m;56,609756097560975;35;16,974634146341465;695,96;22;0,0
c_1196;m;41,65034965034965;56;13,098461538461539;1873,08;70;0,0
c_1197;m;46,70652173913044;36;20,94086956521739;1926,56;46;0,0
c_1198;f;28,57894736842105;10;28,38736842105263;539,36;8;1,0
c_1199;f;31,556213017751478;85;13,477633136094674;2277,72;96;0,0
c_12;f;67,2;2;23,456;117,28;5;0,0
c_120;f;23,875;17;18,134375;1160,6;22;0,0
c_1200;m;42,588235294117645;89;13,031617647058823;2658,45;109;0,0
c_1201;m;30,703703703703702;14;12,966666666666665;350,09999999999997;14;0,0
c_1202;m;43,66086956521739;45;13,184608695652175;1516,23;58;0,0
c_1203;f;28,73913043478261;15;56,108695652173914;1290,5;10;1,0
c_1204;f;62,73076923076923;15;21,193461538461538;551,03;11;0,0
c_1205;f;29,375;8;41,01125;656,18;9;1,0
c_1206;f;53,36363636363637;9;20,076363636363638;220,84;7;0,0
c_1207;f;58,64367816091954;58;15,06919540229885;1311,02;50;0,0
c_1208;m;87,69473684210526;72;17,99063157894737;1709,11;45;0,0
c_1209;m;50,5;18;15,334;306,68;13;0,0
c_121;m;51,69230769230769;11;14,613461538461538;379,95;9;0,0
c_1210;m;24,6;5;48,402;242,01;3;1,0
c_1211;m;58,81818181818182;10;16,135454545454543;177,48999999999998;7;0,0
c_1212;m;47,67132867132867;52;13,2413986013986;1893,52;66;0,0
c_1213;f;82,56363636363636;32;19,909454545454544;1095,02;28;0,0
c_1214;f;46,7463768115942;55;11,703188405797102;1615,04;63;0,0
c_1215;f;41,55294117647059;41;12,435058823529411;1056,98;49;0,0
c_1216;m;68,72222222222223;17;14,82622222222222;1334,36;39;0,0
c_1217;f;76,81818181818181;18;19,835;872,74;16;0,0
c_1218;m;45,74074074074074;33;16,624938271604936;1346,62;36;0,0
c_1219;f;64,6;6;13,530000000000001;135,3;5;0,0
c_122;m;41,6;76;13,139393939393939;2168,0;86;0,0
c_1220;f;71,76363636363637;46;16,335454545454546;898,4499999999999;23;0,0
c_1221;f;47,60335195530726;76;12,281564245810056;2198,4;89;0,0
c_1222;f;40,47008547008547;42;11,854188034188034;1386,94;66;0,0
c_1224;f;66,56756756756756;29;17,334594594594595;641,38;19;0,0
c_1225;f;34,5625;28;11,70075;936,06;42;0,0
c_1226;f;29,75;32;46,302727272727275;2037,32;22;1,0
c_1227;f;67,77777777777777;14;17,596666666666668;475,11;14;0,0
c_1228;f;35,53521126760563;30;13,37056338028169;949,31;35;0,0
c_1229;f;47,72289156626506;102;12,555823293172692;3126,4;109;0,0
c_123;f;56,72727272727273;34;13,302499999999998;585,31;19;0,0
c_1230;m;28,72972972972973;28;22,73945945945946;1682,72;32;0,0
c_1231;m;18,620689655172413;31;46,41758620689655;2692,22;28;1,0
c_1232;f;61,5;2;19,85;39,7;1;0,0
c_1233;f;51,63636363636363;21;16,876818181818184;742,58;20;0,0
c_1234;f;71,0;14;18,133333333333333;435,2;7;0,0
c_1235;m;36,56410256410256;15;11,911025641025642;464,53000000000003;22;0,0
c_1236;m;34,554054054054056;31;12,088783783783782;894,5699999999999;40;0,0
c_1237;f;22,75;22;47,81340909090909;2103,79;20;1,0
c_1238;f;62,625;19;17,331;693,24;19;0,0
c_1239;m;36,7610294117647;116;13,594448529411764;3697,69;113;0,0
c_124;m;28,529411764705884;19;16,64941176470588;849,12;26;0,0
c_1240;m;18,633802816901408;46;59,515915492957745;4225,63;31;1,0
c_1241;m;64,64102564102564;26;17,786666666666665;693,68;21;0,0
c_1242;f;41,659574468085104;19;13,792553191489361;648,25;28;0,0
c_1243;m;38,73529411764706;45;12,104705882352942;1234,68;48;0,0
c_1244;f;29,615384615384617;21;58,06346153846154;1509,65;16;1,0
c_1245;m;32,74418604651163;41;13,310813953488372;1144,73;31;0,0
c_1246;m;21,685714285714287;22;45,283428571428566;1584,9199999999998;16;1,0
c_1247;f;40,657534246575345;66;13,71554794520548;2002,47;79;0,0
c_1248;f;63,833333333333336;14;20,489444444444445;737,62;16;0,0
c_1249;f;62,62698412698413;100;15,973968253968254;2012,72;66;0,0
c_125;m;19,526315789473685;13;52,98736842105263;1006,76;10;1,0
c_1250;f;42,58288770053476;81;12,413422459893049;2321,31;99;0,0
c_1251;f;32,4;14;13,610285714285714;476,36;22;0,0
c_1252;m;46,622837370242216;118;12,438131487889272;3594,62;136;0,0
c_1253;f;54,56578947368421;48;18,814342105263158;1429,89;41;0,0
c_1254;m;67,66666666666667;27;14,21764705882353;725,1;21;0,0
c_1255;m;33,765765765765764;42;12,779729729729729;1418,55;45;0,0
c_1256;f;55,523809523809526;14;13,567619047619049;569,84;27;0,0
c_1257;m;44,648648648648646;35;17,02162162162162;1259,6;39;0,0
c_1258;m;21,83783783783784;14;23,288648648648646;861,68;18;1,0
c_1259;m;43,73267326732673;41;12,604257425742574;1273,03;42;0,0
c_126;f;50,5;14;19,183888888888887;345,31;11;0,0
c_1260;m;66,61538461538461;21;17,936923076923076;932,72;23;0,0
c_1261;m;36,628975265017665;111;12,181307420494699;3447,31;128;0,0
c_1262;f;25,459016393442624;36;44,07819672131148;2688,77;40;1,0
c_1263;f;57,526315789473685;14;18,338947368421053;348,44;11;0,0
c_1264;m;48,607142857142854;19;14,203392857142857;795,39;25;0,0
c_1265;m;59,65979381443299;77;19,600515463917525;1901,25;42;0,0
c_1266;f;46,79047619047619;48;13,619142857142856;1430,01;42;0,0
c_1267;f;47,723404255319146;20;12,51063829787234;588,0;23;0,0
c_1268;f;46,55555555555556;19;12,869166666666665;463,28999999999996;24;0,0
c_1269;m;22,0;5;58,489999999999995;584,9;2;1,0
c_127;m;33,520833333333336;18;14,421875;692,25;28;0,0
c_1270;m;55,0;2;31,534999999999997;126,13999999999999;2;0,0
c_1271;m;24,5;14;28,763461538461538;747,85;16;1,0
c_1272;f;36,833333333333336;32;13,77313725490196;1404,86;41;0,0
c_1273;f;26,82456140350877;15;14,678596491228069;836,68;20;0,0
c_1274;f;53,700934579439256;54;15,969158878504674;1708,7;59;0,0
c_1275;f;57,84905660377358;35;17,990754716981133;953,51;23;0,0
c_1276;m;56,8421052631579;18;12,878947368421052;244,7;9;0,0
c_1277;m;26,25;5;23,22;185,76;7;1,0
c_1278;m;34,76190476190476;56;11,674920634920635;1471,04;59;0,0
c_1279;m;57,680851063829785;137;17,683563829787232;3324,5099999999998;78;0,0
c_128;f;74,73846153846154;30;17,807846153846153;1157,51;29;0,0
c_1280;m;37,58695652173913;18;13,54695652173913;623,16;24;0,0
c_1281;f;26,869565217391305;11;31,921304347826084;734,1899999999999;9;1,0
c_1282;m;25,890625;30;37,7975;2419,04;23;1,0
c_1283;f;26,65909090909091;34;55,94840909090909;2461,73;19;1,0
c_1284;f;17,82051282051282;15;25,194615384615386;982,59;16;1,0
c_1285;m;52,666666666666664;12;12,618333333333332;151,42;5;0,0
c_1286;f;40,689655172413794;48;13,59089655172414;1970,68;65;0,0
c_1287;f;59,61538461538461;13;10,186923076923078;132,43;6;0,0
c_1288;f;39,53846153846154;14;13,376666666666665;521,6899999999999;23;0,0
c_1289;f;28,8125;11;40,5225;648,36;6;1,0
c_129;m;62,61739130434783;80;16,360086956521737;1881,4099999999999;59;0,0
c_1290;f;24,734375;27;27,8496875;1782,38;26;1,0
c_1291;m;71,69767441860465;75;16,20139534883721;1393,32;38;0,0
c_1292;m;39,60526315789474;19;10,863947368421051;412,83;23;0,0
c_1293;m;68,8529411764706;17;13,794117647058824;469,0;13;0,0
c_1294;f;62,67032967032967;58;17,20791208791209;1565,92;41;0,0
c_1295;m;31,55223880597015;25;16,205820895522386;1085,79;32;0,0
c_1296;m;41,61176470588235;42;14,709058823529412;1250,27;48;0,0
c_1297;f;20,5;6;65,65666666666667;393,94;3;1,0
c_1298;f;57,55072463768116;54;15,928115942028985;1099,04;39;0,0
c_1299;f;46,421052631578945;7;11,316315789473684;215,01;11;0,0
c_13;f;39,65365853658537;79;12,552146341463414;2573,19;94;0,0
c_130;m;17,3125;8;35,336875;565,39;11;1,0
c_1300;f;27,696202531645568;52;43,90924050632911;3468,83;36;1,0
c_1301;m;20,6;17;22,181;887,24;21;1,0
c_1302;m;29,73076923076923;19;49,95;1298,7;9;1,0
c_1303;m;34,575;14;15,16725;606,6899999999999;23;0,0
c_1304;m;17,571428571428573;7;59,25;414,75;4;1,0
c_1305;m;17,666666666666668;19;66,79030303030302;2204,08;13;1,0
c_1306;f;72,63716814159292;80;16,14778761061947;1824,7;53;0,0
c_1307;f;68,59183673469387;28;15,288775510204081;749,15;30;0,0
c_1308;f;68,60714285714286;30;13,519642857142857;757,1;29;0,0
c_1309;f;56,77272727272727;14;16,66363636363636;366,59999999999997;13;0,0
c_131;m;40,68012422360248;138;12,668416149068323;4079,23;150;0,0
c_1310;f;43,701298701298704;25;12,716103896103895;979,14;37;0,0
c_1311;m;36,78;31;17,1555;1715,55;41;0,0
c_1312;f;54,75;24;17,57;562,24;13;0,0
c_1313;f;52,6;40;13,852;623,34;24;0,0
c_1314;m;48,60335195530726;79;13,817150837988827;2473,27;87;0,0
c_1315;m;50,75;47;15,63890625;1000,89;27;0,0
c_1316;f;61,88235294117647;6;16,051764705882352;272,88;11;0,0
c_1317;m;17,444444444444443;4;25,756666666666668;231,81;7;1,0
c_1318;f;34,61497326203209;72;14,303903743315507;2674,83;87;0,0
c_1319;m;33,69668246445497;96;12,073744075829383;2547,56;89;0,0
c_132;f;26,375;6;59,72375;477,79;5;1,0
c_1320;f;29,73015873015873;38;31,743333333333332;1999,83;26;1,0
c_1321;f;58,515151515151516;31;15,610151515151514;1030,27;33;0,0
c_1322;m;69,52941176470588;13;14,096470588235295;239,64000000000001;10;0,0
c_1323;f;44,68;8;10,3068;257,67;12;0,0
c_1324;f;22,6;9;50,67999999999999;506,79999999999995;5;1,0
c_1325;m;74,53846153846153;11;17,526153846153846;227,84;7;0,0
c_1326;f;63,71337579617835;119;18,631656050955414;2925,17;67;0,0
c_1327;f;72,65384615384616;34;21,376923076923074;1111,6;25;0,0
c_1328;m;41,81578947368421;11;11,724210526315789;445,52;14;0,0
c_1329;m;24,714285714285715;6;14,816428571428572;414,86;17;0,0
c_133;m;22,666666666666668;9;37,27111111111111;335,44;4;1,0
c_1330;f;46,38095238095238;7;12,209523809523809;256,4;13;0,0
c_1331;f;20,8;10;55,025;550,25;5;1,0
c_1332;m;38,66839378238342;86;12,918134715025905;2493,2;87;0,0
c_1333;f;65,72289156626506;67;17,18867469879518;1426,6599999999999;40;0,0
c_1334;m;43,693333333333335;36;14,010266666666666;1050,77;32;0,0
c_1335;f;21,7;20;69,84;1396,8000000000002;6;1,0
c_1336;m;63,714285714285715;36;17,127936507936507;1079,06;31;0,0
c_1337;m;39,54545454545455;23;11,998181818181818;395,94;16;0,0
c_1338;f;34,76282051282051;117;11,905448717948717;3714,5;127;0,0
c_1339;f;17,375;8;41,55;332,4;5;1,0
c_134;m;67,55434782608695;56;14,997717391304347;1379,79;50;0,0
c_1340;m;19,6;14;38,986;1169,58;16;1,0
c_1341;f;50,64705882352941;10;18,705882352941178;318,0;11;0,0
c_1342;f;41,89887640449438;34;11,951011235955054;1063,6399999999999;30;0,0
c_1343;f;30,59437751004016;109;13,17301204819277;3280,08;134;0,0
c_1344;f;75,83333333333333;6;15,410000000000002;92,46000000000001;3;0,0
c_1345;m;48,651933701657455;66;12,71878453038674;2302,1;78;0,0
c_1346;m;32,41304347826087;21;13,748043478260868;632,41;29;0,0
c_1347;m;38,650735294117645;112;12,843125;3493,33;125;0,0
c_1348;f;24,944444444444443;6;15,634444444444442;562,8399999999999;10;0,0
c_1349;f;42,285714285714285;3;11,661428571428571;81,63;5;0,0
c_135;m;47,46875;13;13,3015625;425,65;23;0,0
c_1350;m;77,82857142857142;26;19,05457142857143;666,91;19;0,0
c_1351;m;75,28;13;17,7064;442,65999999999997;21;0,0
c_1352;f;45,73134328358209;26;15,551940298507462;1041,98;31;0,0
c_1353;m;24,7;16;39,745;794,9;10;1,0
c_1354;m;27,457142857142856;20;60,246;2108,61;19;1,0
c_1355;m;63,75;28;16,139166666666668;1162,02;32;0,0
c_1356;f;80,61290322580645;21;18,169999999999998;563,27;17;0,0
c_1357;f;45,73684210526316;17;15,070526315789472;572,68;16;0,0
c_1358;f;17,46153846153846;18;42,27153846153846;1099,06;14;1,0
c_1359;f;39,54054054054054;17;11,317297297297298;418,74;18;0,0
c_136;f;56,8;20;18,0595;361,19;8;0,0
