client_id;age_moyen;panier_moyen
c_1061;30,46153846153846;13,162307692307692
c_1062;35,75471698113208;12,730754716981133
c_1063;82,66423357664233;18,17956204379562
c_1064;23,659574468085108;45,49617021276596
c_1065;17,48148148148148;41,654074074074074
c_1066;20,6;17,341142857142856
c_1067;34,8;11,777414634146341
c_1068;39,7;11,308
c_1069;23,4;94,97800000000001
c_107;37,4921875;13,0290625
c_1070;65,68085106382979;15,557446808510639
c_1071;42,6875;14,142624999999999
c_1072;35,670103092783506;14,091340206185565
c_1073;60,8;13,491999999999999
c_1074;43,64890282131662;13,016520376175547
c_1075;50,69135802469136;19,090246913580245
c_1076;56,57142857142857;13,675357142857141
c_1077;36,69827586206897;13,42125
c_1078;56,56410256410256;17,176410256410257
c_1079;38,63636363636363;14,625454545454545
c_108;40,6986301369863;13,46054794520548
c_1080;52,638297872340424;17,131489361702126
c_1081;57,65909090909091;19,285227272727273
c_1082;79,77777777777777;12,66
c_1083;35,49152542372882;12,050677966101695
c_1084;34,58252427184466;11,689126213592234
c_1085;40,72222222222222;15,763703703703705
c_1086;40,68292682926829;9,990243902439024
c_1087;42,63846153846154;12,939923076923078
c_1088;17,46153846153846;45,42076923076923
c_1089;50,705882352941174;15,989999999999998
c_109;17,714285714285715;59,31285714285714
c_1090;51,61538461538461;16,00153846153846
c_1091;42,567796610169495;12,94186440677966
c_1092;49,59090909090909;11,652727272727274
c_1093;28,46153846153846;33,27307692307692
c_1094;17,65625;34,525625
c_1095;30,73015873015873;14,031825396825397
c_1096;22,527272727272727;39,748363636363635
c_1097;68,64516129032258;17,816451612903226
c_1098;35,732142857142854;11,596964285714284
c_1099;65,75;18,655192307692307
c_11;65,68888888888888;16,205555555555556
c_110;46,666666666666664;13,45116504854369
c_1100;24,866666666666667;43,53288888888889
c_1101;18,642857142857142;50,75428571428571
c_1102;37,644067796610166;13,820847457627117
c_1103;18,666666666666668;56,17444444444445
c_1104;47,60189573459716;12,553222748815166
c_1105;17,767441860465116;16,94325581395349
c_1106;32,55555555555556;12,745555555555555
c_1107;29,42105263157895;26,465263157894736
c_1108;44,411764705882355;10,53
c_1109;23,78787878787879;35,194848484848485
c_111;28,75;25,293333333333333
c_1110;37,61643835616438;11,952328767123287
c_1111;17,80952380952381;33,8247619047619
c_1112;34,66346153846154;12,870096153846154
c_1113;49,813559322033896;14,339661016949153
c_1114;43,58695652173913;12,077391304347826
c_1115;39,614814814814814;13,586074074074073
c_1116;25,5;39,07
c_1117;29,666666666666668;30,401666666666667
c_1118;45,59344262295082;11,650983606557377
c_1119;61,407407407407405;14,320740740740739
c_112;49,35087719298246;13,303859649122808
c_1120;40,71028037383178;12,806355140186916
c_1121;60,61538461538461;20,166923076923077
c_1122;61,572649572649574;15,477350427350427
c_1123;42,39344262295082;17,508196721311474
c_1124;71,63636363636364;13,817454545454547
c_1125;49,82539682539682;17,24015873015873
c_1126;53,54651162790697;15,170116279069767
c_1127;26,620689655172413;36,41241379310345
c_1128;58,61224489795919;14,43938775510204
c_1129;37,62162162162162;13,45972972972973
c_113;47,795180722891565;14,097710843373493
c_1130;42,7196261682243;15,76355140186916
c_1131;17,73913043478261;63,348260869565216
c_1132;43,610169491525426;16,85627118644068
c_1133;45,59731543624161;12,976577181208054
c_1134;17,5;29,2575
c_1135;55,416666666666664;14,6975
c_1136;84,70833333333333;13,104166666666666
c_1137;78,67708333333333;17,2475
c_1138;44,716981132075475;12,473537735849057
c_1139;40,6951871657754;13,934598930481283
c_114;17,384615384615383;20,125384615384615
c_1140;18,571428571428573;35,918571428571425
c_1141;17,5;12,78
c_1142;70,36842105263158;19,241052631578945
c_1143;17,775510204081634;50,828163265306124
c_1144;46,711711711711715;13,462162162162162
c_1145;45,68648648648649;12,360432432432432
c_1146;52,535714285714285;18,179285714285715
c_1147;23,647058823529413;51,40176470588235
c_1148;63,7;16,955833333333334
c_1149;21,727272727272727;55,117402597402595
c_115;42,2;12,523333333333333
c_1150;44,673469387755105;14,56408163265306
c_1151;65,66363636363636;16,753272727272726
c_1152;39,627737226277375;12,293503649635037
c_1153;43,57251908396947;14,24763358778626
c_1154;35,80672268907563;12,554285714285715
c_1155;70,5952380952381;11,81952380952381
c_1156;63,61038961038961;13,641818181818183
c_1157;56,714285714285715;12,504285714285714
c_1158;29,714285714285715;57,56523809523809
c_1159;26,0;75,225
c_116;25,92063492063492;29,13142857142857
c_1160;36,535714285714285;11,864285714285714
c_1161;50,4375;16,4175
c_1162;63,5;17,015666666666664
c_1163;68,80645161290323;19,19451612903226
c_1164;71,6969696969697;12,097272727272726
c_1165;56,69230769230769;13,947076923076922
c_1166;40,66;13,151800000000001
c_1167;44,623655913978496;13,628494623655914
c_1168;32,723880597014926;15,482985074626864
c_1169;24,826923076923077;66,3098076923077
c_117;33,6124031007752;13,19643410852713
c_1170;33,721518987341774;12,99746835443038
c_1171;86,5;12,96
c_1172;27,666666666666668;49,47388888888889
c_1173;25,48936170212766;35,25595744680851
c_1174;52,38095238095238;17,418095238095237
c_1175;50,80487804878049;13,59170731707317
c_1176;20,75;36,211
c_1177;44,71966527196653;13,521046025104601
c_1178;37,669642857142854;12,797991071428571
c_1179;19,66216216216216;23,211756756756756
c_118;48,78947368421053;15,007543859649122
c_1180;57,388888888888886;15,788333333333334
c_1181;19,764705882352942;49,89
c_1182;37,725806451612904;12,124354838709678
c_1183;42,60474308300395;12,45094861660079
c_1184;63,75;16,80375
c_1185;17,708333333333332;47,30416666666667
c_1186;25,375;75,41541666666667
c_1187;19,785714285714285;45,25142857142857
c_1188;74,68;22,7036
c_1189;36,6764705882353;13,625235294117648
c_119;17,68421052631579;40,24355263157895
c_1190;46,601694915254235;13,628983050847458
c_1191;23,6875;39,08708333333333
c_1192;25,580645161290324;51,9858064516129
c_1193;31,67153284671533;14,252481751824817
c_1194;22,541666666666668;90,66916666666667
c_1195;56,609756097560975;16,974634146341465
c_1196;41,65034965034965;13,098461538461539
c_1197;46,70652173913044;20,94086956521739
c_1198;28,57894736842105;28,38736842105263
c_1199;31,556213017751478;13,477633136094674
c_12;67,2;23,456
c_120;23,875;18,134375
c_1200;42,588235294117645;13,031617647058823
c_1201;30,703703703703702;12,966666666666665
c_1202;43,66086956521739;13,184608695652175
c_1203;28,73913043478261;56,108695652173914
c_1204;62,73076923076923;21,193461538461538
c_1205;29,375;41,01125
c_1206;53,36363636363637;20,076363636363638
c_1207;58,64367816091954;15,06919540229885
c_1208;87,69473684210526;17,99063157894737
c_1209;50,5;15,334
c_121;51,69230769230769;14,613461538461538
c_1210;24,6;48,402
c_1211;58,81818181818182;16,135454545454543
c_1212;47,67132867132867;13,2413986013986
c_1213;82,56363636363636;19,909454545454544
c_1214;46,7463768115942;11,703188405797102
c_1215;41,55294117647059;12,435058823529411
c_1216;68,72222222222223;14,82622222222222
c_1217;76,81818181818181;19,835
c_1218;45,74074074074074;16,624938271604936
c_1219;64,6;13,530000000000001
c_122;41,6;13,139393939393939
c_1220;71,76363636363637;16,335454545454546
c_1221;47,60335195530726;12,281564245810056
c_1222;40,47008547008547;11,854188034188034
c_1224;66,56756756756756;17,334594594594595
c_1225;34,5625;11,70075
c_1226;29,75;46,302727272727275
c_1227;67,77777777777777;17,596666666666668
c_1228;35,53521126760563;13,37056338028169
c_1229;47,72289156626506;12,555823293172692
c_123;56,72727272727273;13,302499999999998
c_1230;28,72972972972973;22,73945945945946
c_1231;18,620689655172413;46,41758620689655
c_1232;61,5;19,85
c_1233;51,63636363636363;16,876818181818184
c_1234;71,0;18,133333333333333
c_1235;36,56410256410256;11,911025641025642
c_1236;34,554054054054056;12,088783783783782
c_1237;22,75;47,81340909090909
c_1238;62,625;17,331
c_1239;36,7610294117647;13,594448529411764
c_124;28,529411764705884;16,64941176470588
c_1240;18,633802816901408;59,515915492957745
c_1241;64,64102564102564;17,786666666666665
c_1242;41,659574468085104;13,792553191489361
c_1243;38,73529411764706;12,104705882352942
c_1244;29,615384615384617;58,06346153846154
c_1245;32,74418604651163;13,310813953488372
c_1246;21,685714285714287;45,283428571428566
c_1247;40,657534246575345;13,71554794520548
c_1248;63,833333333333336;20,489444444444445
c_1249;62,62698412698413;15,973968253968254
c_125;19,526315789473685;52,98736842105263
c_1250;42,58288770053476;12,413422459893049
c_1251;32,4;13,610285714285714
c_1252;46,622837370242216;12,438131487889272
c_1253;54,56578947368421;18,814342105263158
c_1254;67,66666666666667;14,21764705882353
c_1255;33,765765765765764;12,779729729729729
c_1256;55,523809523809526;13,567619047619049
c_1257;44,648648648648646;17,02162162162162
c_1258;21,83783783783784;23,288648648648646
c_1259;43,73267326732673;12,604257425742574
c_126;50,5;19,183888888888887
c_1260;66,61538461538461;17,936923076923076
c_1261;36,628975265017665;12,181307420494699
c_1262;25,459016393442624;44,07819672131148
c_1263;57,526315789473685;18,338947368421053
c_1264;48,607142857142854;14,203392857142857
c_1265;59,65979381443299;19,600515463917525
c_1266;46,79047619047619;13,619142857142856
c_1267;47,723404255319146;12,51063829787234
c_1268;46,55555555555556;12,869166666666665
c_1269;22,0;58,489999999999995
c_127;33,520833333333336;14,421875
c_1270;55,0;31,534999999999997
c_1271;24,5;28,763461538461538
c_1272;36,833333333333336;13,77313725490196
c_1273;26,82456140350877;14,678596491228069
c_1274;53,700934579439256;15,969158878504674
c_1275;57,84905660377358;17,990754716981133
c_1276;56,8421052631579;12,878947368421052
c_1277;26,25;23,22
c_1278;34,76190476190476;11,674920634920635
c_1279;57,680851063829785;17,683563829787232
c_128;74,73846153846154;17,807846153846153
c_1280;37,58695652173913;13,54695652173913
c_1281;26,869565217391305;31,921304347826084
c_1282;25,890625;37,7975
c_1283;26,65909090909091;55,94840909090909
c_1284;17,82051282051282;25,194615384615386
c_1285;52,666666666666664;12,618333333333332
c_1286;40,689655172413794;13,59089655172414
c_1287;59,61538461538461;10,186923076923078
c_1288;39,53846153846154;13,376666666666665
c_1289;28,8125;40,5225
c_129;62,61739130434783;16,360086956521737
c_1290;24,734375;27,8496875
c_1291;71,69767441860465;16,20139534883721
c_1292;39,60526315789474;10,863947368421051
c_1293;68,8529411764706;13,794117647058824
c_1294;62,67032967032967;17,20791208791209
c_1295;31,55223880597015;16,205820895522386
c_1296;41,61176470588235;14,709058823529412
c_1297;20,5;65,65666666666667
c_1298;57,55072463768116;15,928115942028985
c_1299;46,421052631578945;11,316315789473684
c_13;39,65365853658537;12,552146341463414
c_130;17,3125;35,336875
c_1300;27,696202531645568;43,90924050632911
c_1301;20,6;22,181
c_1302;29,73076923076923;49,95
c_1303;34,575;15,16725
c_1304;17,571428571428573;59,25
c_1305;17,666666666666668;66,79030303030302
c_1306;72,63716814159292;16,14778761061947
c_1307;68,59183673469387;15,288775510204081
c_1308;68,60714285714286;13,519642857142857
c_1309;56,77272727272727;16,66363636363636
c_131;40,68012422360248;12,668416149068323
c_1310;43,701298701298704;12,716103896103895
c_1311;36,78;17,1555
c_1312;54,75;17,57
c_1313;52,6;13,852
c_1314;48,60335195530726;13,817150837988827
c_1315;50,75;15,63890625
c_1316;61,88235294117647;16,051764705882352
c_1317;17,444444444444443;25,756666666666668
c_1318;34,61497326203209;14,303903743315507
c_1319;33,69668246445497;12,073744075829383
c_132;26,375;59,72375
c_1320;29,73015873015873;31,743333333333332
c_1321;58,515151515151516;15,610151515151514
c_1322;69,52941176470588;14,096470588235295
c_1323;44,68;10,3068
c_1324;22,6;50,67999999999999
c_1325;74,53846153846153;17,526153846153846
c_1326;63,71337579617835;18,631656050955414
c_1327;72,65384615384616;21,376923076923074
c_1328;41,81578947368421;11,724210526315789
c_1329;24,714285714285715;14,816428571428572
c_133;22,666666666666668;37,27111111111111
c_1330;46,38095238095238;12,209523809523809
c_1331;20,8;55,025
c_1332;38,66839378238342;12,918134715025905
c_1333;65,72289156626506;17,18867469879518
c_1334;43,693333333333335;14,010266666666666
c_1335;21,7;69,84
c_1336;63,714285714285715;17,127936507936507
c_1337;39,54545454545455;11,998181818181818
c_1338;34,76282051282051;11,905448717948717
c_1339;17,375;41,55
c_134;67,55434782608695;14,997717391304347
c_1340;19,6;38,986
c_1341;50,64705882352941;18,705882352941178
c_1342;41,89887640449438;11,951011235955054
c_1343;30,59437751004016;13,17301204819277
c_1344;75,83333333333333;15,410000000000002
c_1345;48,651933701657455;12,71878453038674
c_1346;32,41304347826087;13,748043478260868
c_1347;38,650735294117645;12,843125
c_1348;24,944444444444443;15,634444444444442
c_1349;42,285714285714285;11,661428571428571
c_135;47,46875;13,3015625
c_1350;77,82857142857142;19,05457142857143
c_1351;75,28;17,7064
c_1352;45,73134328358209;15,551940298507462
c_1353;24,7;39,745
c_1354;27,457142857142856;60,246
c_1355;63,75;16,139166666666668
c_1356;80,61290322580645;18,169999999999998
c_1357;45,73684210526316;15,070526315789472
c_1358;17,46153846153846;42,27153846153846
c_1359;39,54054054054054;11,317297297297298
c_136;56,8;18,0595
c_1360;87,87368421052632;17,30442105263158
c_1361;39,89473684210526;13,394947368421052
c_1362;39,65;13,0525
c_1363;44,8;14,763428571428571
c_1364;33,65934065934066;14,740989010989011
c_1365;38,69822485207101;13,67491124260355
c_1366;25,555555555555557;20,14111111111111
c_1367;37,62244897959184;13,84081632653061
c_1368;39,6144578313253;13,132289156626506
c_1369;57,804597701149426;15,842413793103448
c_137;28,666666666666668;39,736666666666665
c_1370;41,596638655462186;12,455798319327732
c_1371;35,640926640926644;14,183436293436293
c_1372;61,61538461538461;17,715384615384615
c_1373;34,67857142857143;10,37857142857143
c_1374;66,70588235294117;12,194411764705883
c_1375;76,9090909090909;20,715454545454545
c_1376;72,42857142857143;17,080714285714286
c_1377;35,55905511811024;12,620433070866142
c_1378;38,623893805309734;11,487212389380531
c_1379;57,728155339805824;16,008932038834953
c_138;49,825581395348834;13,605
c_1380;49,80246913580247;13,129259259259259
c_1381;39,6448087431694;11,725573770491803
c_1382;46,60294117647059;12,49122549019608
c_1383;17,566666666666666;47,63533333333333
c_1384;47,55725190839695;13,373053435114503
c_1385;25,68421052631579;62,04342105263158
c_1386;64,75;17,74646551724138
c_1387;64,6029411764706;21,154852941176472
c_1388;51,63235294117647;17,28014705882353
c_1389;66,6987951807229;18,963373493975904
c_139;23,806818181818183;38,14306818181819
c_1390;54,541666666666664;16,363333333333333
c_1391;30,541984732824428;12,688015267175572
c_1392;17,6875;18,8934375
c_1393;26,441860465116278;23,036279069767442
c_1394;46,71875;15,61546875
c_1395;17,703703703703702;58,89296296296296
c_1396;48,569148936170215;13,62031914893617
c_1397;49,739583333333336;12,601354166666667
c_1398;28,55;18,027
c_1399;26,829268292682926;44,16792682926829
c_14;50,666666666666664;19,983333333333334
c_140;41,605633802816904;12,88774647887324
c_1400;20,72;71,7372
c_1401;46,44444444444444;11,879166666666666
c_1402;55,611111111111114;15,055
c_1403;43,71818181818182;15,592363636363638
c_1404;51,77272727272727;15,889545454545454
c_1405;40,58720930232558;12,74924418604651
c_1406;50,76;18,644
c_1407;65,57142857142857;15,095714285714283
c_1408;81,9;10,902
c_1409;32,526315789473685;11,40263157894737
c_141;41,582089552238806;12,064776119402985
c_1410;33,70205479452055;13,774828767123287
c_1411;38,67213114754098;12,610000000000001
c_1412;28,0;50,99
c_1413;41,635327635327634;13,102136752136753
c_1414;17,726190476190474;40,30238095238095
c_1415;28,65;71,64099999999999
c_1416;21,42105263157895;28,15315789473684
c_1417;19,555555555555557;38,44888888888889
c_1418;17,73913043478261;63,266956521739125
c_1419;18,5625;59,0775
c_142;35,58139534883721;11,529767441860464
c_1420;17,789473684210527;44,64263157894737
c_1421;43,333333333333336;12,362592592592591
c_1422;41,786096256684495;13,351737967914438
c_1423;29,693877551020407;33,58755102040816
c_1424;30,652173913043477;14,095652173913043
c_1425;23,933333333333334;39,201
c_1426;33,7906976744186;12,292093023255813
c_1427;42,707317073170735;14,015731707317073
c_1428;38,69565217391305;12,73904347826087
c_1429;36,701863354037265;13,080496894409938
c_143;46,603053435114504;12,981526717557252
c_1430;65,45454545454545;15,089090909090908
c_1431;22,647058823529413;62,80176470588235
c_1432;51,641975308641975;16,99506172839506
c_1433;45,69298245614035;12,552368421052632
c_1434;36,56382978723404;13,047234042553193
c_1435;23,76;43,0904
c_1436;47,794117647058826;12,970441176470588
c_1437;17,676056338028168;34,17084507042254
c_1438;54,68292682926829;14,99390243902439
c_1439;37,52980132450331;11,347417218543047
c_144;79,80952380952381;17,392380952380954
c_1440;25,576923076923077;44,17192307692308
c_1441;44,85294117647059;15,544117647058824
c_1442;32,63013698630137;12,642465753424657
c_1443;65,6195652173913;15,713043478260868
c_1444;33,57142857142857;10,407142857142857
c_1445;33,68571428571428;14,281142857142857
c_1446;61,78947368421053;15,889210526315788
c_1447;52,682539682539684;15,749206349206348
c_1448;44,68;11,2373
c_1449;41,54794520547945;11,987260273972602
c_145;34,679245283018865;14,81943396226415
c_1450;62,333333333333336;23,170833333333334
c_1451;76,57142857142857;18,098095238095237
c_1452;44,629139072847686;14,259602649006622
c_1453;19,56;51,7888
c_1454;23,6734693877551;51,295918367346935
c_1455;89,68;15,81024
c_1456;41,48148148148148;14,27222222222222
c_1457;36,50961538461539;13,02375
c_1458;82,64748201438849;15,513237410071943
c_1459;35,71590909090909;12,483522727272726
c_146;54,793103448275865;15,755287356321839
c_1460;32,693069306930695;12,629702970297028
c_1461;45,855421686746986;14,941204819277107
c_1462;58,609756097560975;15,395365853658538
c_1463;59,60919540229885;15,721724137931034
c_1464;35,716738197424895;12,58008583690987
c_1465;42,46938775510204;14,139387755102042
c_1466;85,76666666666667;17,030666666666665
c_1467;63,629139072847686;16,332649006622518
c_1468;19,5;43,515499999999996
c_1469;41,711627906976744;13,507674418604651
c_147;65,58108108108108;14,534324324324324
c_1470;83,66666666666667;12,681111111111111
c_1471;54,666666666666664;17,014615384615382
c_1472;48,91860465116279;13,396511627906976
c_1473;35,57954545454545;17,99193181818182
c_1474;18,571428571428573;61,637142857142855
c_1475;22,551724137931036;15,881379310344828
c_1476;50,65;16,530416666666664
c_1477;48,45652173913044;14,084999999999999
c_1478;49,774744027303754;13,45457337883959
c_1479;31,59090909090909;12,785511363636363
c_148;41,708333333333336;17,13083333333333
c_1480;29,74418604651163;25,53988372093023
c_1481;85,58333333333333;14,498571428571427
c_1482;43,77142857142857;14,752535714285715
c_1483;17,9;49,88525
c_1484;61,62162162162162;16,70837837837838
c_1485;62,4;13,783333333333333
c_1486;47,70945945945946;13,600540540540539
c_1487;59,77777777777778;19,229166666666668
c_1488;51,625;12,476458333333333
c_1489;42,61818181818182;11,998272727272727
c_149;52,375;15,895
c_1490;52,81818181818182;15,458181818181817
c_1491;35,58860759493671;13,84632911392405
c_1492;39,58083832335329;13,387305389221556
c_1493;72,70588235294117;15,18610294117647
c_1494;34,68627450980392;11,361617647058823
c_1495;76,54761904761905;13,417619047619047
c_1496;27,25;44,62375
c_1497;33,55128205128205;12,650897435897436
c_1498;78,62931034482759;14,716465517241378
c_1499;33,67080745341615;12,720372670807453
c_15;33,65151515151515;11,254848484848486
c_150;48,57831325301205;10,816867469879517
c_1500;47,78740157480315;14,663858267716535
c_1501;23,59375;33,6134375
c_1502;17,6;15,626399999999999
c_1503;35,62809917355372;11,982479338842975
c_1504;49,71052631578947;12,701052631578946
c_1505;65,85714285714286;15,987142857142857
c_1506;22,454545454545453;40,559090909090905
c_1507;50,68421052631579;11,58842105263158
c_1508;25,933333333333334;24,511333333333333
c_1509;27,571428571428573;24,867714285714285
c_151;55,714285714285715;17,157857142857143
c_1510;61,770833333333336;17,80333333333333
c_1511;53,61971830985915;15,757183098591549
c_1512;48,61363636363637;14,855
c_1513;19,560606060606062;45,14469696969697
c_1514;39,69607843137255;14,555490196078432
c_1515;49,66860465116279;12,01610465116279
c_1516;17,979591836734695;36,768367346938774
c_1517;27,625;22,6175
c_1518;59,69230769230769;15,19326923076923
c_1519;57,75;14,307500000000001
c_152;31,675;14,76
c_1520;42,4;14,3156
c_1521;32,5959595959596;15,83222222222222
c_1522;61,4765625;15,4109375
c_1523;53,888888888888886;15,931851851851851
c_1524;31,745098039215687;13,625686274509803
c_1525;56,94117647058823;18,032549019607842
c_1526;27,307692307692307;43,42999999999999
c_1527;25,822580645161292;53,72403225806451
c_1528;38,660377358490564;12,462075471698114
c_1529;53,56730769230769;14,532884615384615
c_153;48,51219512195122;15,015853658536585
c_1530;19,5;51,99857142857143
c_1531;36,775510204081634;12,491020408163264
c_1532;55,714285714285715;16,330000000000002
c_1533;49,87735849056604;11,697830188679246
c_1534;72,82456140350877;18,70298245614035
c_1535;31,69047619047619;12,87352380952381
c_1536;19,77777777777778;37,92666666666667
c_1537;45,642857142857146;15,692857142857141
c_1538;35,55555555555556;13,630493827160493
c_1539;46,6958762886598;14,126082474226804
c_154;24,88888888888889;102,18111111111111
c_1540;57,689655172413794;14,895402298850575
c_1541;44,75555555555555;11,552555555555555
c_1542;58,88235294117647;12,322352941176472
c_1543;65,64788732394366;17,446338028169016
c_1544;44,598684210526315;10,975526315789473
c_1545;48,76136363636363;15,060681818181818
c_1546;61,67741935483871;14,081290322580644
c_1547;17,967741935483872;63,61419354838709
c_1548;33,8125;14,43953125
c_1549;34,62352941176471;11,003764705882352
c_155;18,6;38,51222222222222
c_1550;22,57894736842105;32,40842105263158
c_1551;49,75657894736842;11,589605263157894
c_1552;50,89230769230769;14,593230769230768
c_1553;67,58536585365853;16,377560975609757
c_1554;68,57692307692308;18,925
c_1555;18,666666666666668;55,636111111111106
c_1556;57,916666666666664;10,246666666666668
c_1557;45,666666666666664;9,31
c_1558;37,689655172413794;13,743965517241378
c_1559;28,71153846153846;30,017692307692307
c_156;32,74015748031496;13,173700787401575
c_1560;26,753846153846155;58,96676923076923
c_1561;17,972972972972972;20,848108108108107
c_1562;66,8;13,986
c_1563;74,58333333333333;18,95958333333333
c_1564;17,510204081632654;30,425306122448976
c_1565;22,686567164179106;43,536567164179104
c_1566;17,76;88,9356
c_1567;55,73913043478261;15,259347826086955
c_1568;64,43478260869566;16,717608695652174
c_1569;57,80952380952381;14,614761904761902
c_157;50,596774193548384;18,807096774193546
c_1570;42,72357723577236;14,286233062330624
c_1571;57,6;12,465333333333332
c_1572;25,88888888888889;27,685555555555553
c_1573;29,63235294117647;38,85764705882353
c_1574;67,66666666666667;17,538205128205128
c_1575;26,88888888888889;19,357777777777777
c_1576;65,6930693069307;17,037227722772275
c_1577;24,571428571428573;44,31285714285714
c_1578;22,7972972972973;33,32027027027027
c_1579;49,676767676767675;14,054242424242423
c_158;68,71794871794872;17,02102564102564
c_1580;42,333333333333336;13,234444444444444
c_1581;53,62222222222222;16,77488888888889
c_1582;74,65517241379311;12,310344827586206
c_1583;66,7;18,471818181818183
c_1584;30,650306748466257;14,088404907975459
c_1585;51,65040650406504;16,68512195121951
c_1586;62,625;12,2575
c_1587;46,666666666666664;15,991999999999999
c_1588;43,87378640776699;13,354757281553399
c_1589;68,53846153846153;19,552307692307693
c_159;24,77777777777778;34,84422222222222
c_1590;17,67924528301887;42,32716981132076
c_1591;83,25;6,49
c_1592;24,683333333333334;23,8925
c_1593;28,666666666666668;25,234313725490196
c_1594;38,72;12,6924
c_1595;48,700980392156865;15,518676470588234
c_1596;27,883333333333333;30,502333333333333
c_1597;64,82278481012658;17,511139240506328
c_1598;36,60666666666667;12,659466666666667
c_1599;56,857142857142854;12,66952380952381
c_16;51,5;14,7825
c_160;43,79245283018868;14,007547169811321
c_1600;49,74782608695652;13,38782608695652
c_1601;72,68;12,2972
c_1602;30,73913043478261;11,783478260869565
c_1603;54,666666666666664;15,31111111111111
c_1604;19,692307692307693;31,543846153846154
c_1605;26,88888888888889;16,563888888888886
c_1606;65,75;26,314166666666665
c_1607;43,71739130434783;9,537826086956523
c_1608;56,78651685393258;19,609775280898877
c_1609;41,65360169491525;12,713172865662271
c_161;38,64327485380117;13,106783625730992
c_1610;32,8235294117647;14,934705882352942
c_1611;40,590673575129536;14,291554404145078
c_1612;59,588235294117645;13,55455882352941
c_1613;40,65909090909091;12,416363636363638
c_1614;27,53846153846154;39,973846153846154
c_1615;31,739837398373982;13,723333333333333
c_1616;64,71014492753623;18,959855072463768
c_1617;47,35;12,3945
c_1618;65,47058823529412;15,755686274509804
c_1619;17,674418604651162;35,02558139534884
c_162;27,614035087719298;44,738596491228066
c_1620;27,797101449275363;20,763768115942028
c_1621;37,68807339449541;12,433394495412845
c_1622;62,75;20,223125
c_1623;24,70967741935484;46,347096774193545
c_1624;29,0;28,54
c_1625;37,88461538461539;13,879038461538462
c_1626;22,72463768115942;40,12855072463768
c_1627;66,77777777777777;15,794777777777778
c_1628;37,89;13,153699999999999
c_1629;30,76271186440678;11,900508474576272
c_163;58,598290598290596;16,794700854700856
c_1630;70,3125;13,244375
c_1631;40,66417910447761;14,942313432835821
c_1632;17,914285714285715;14,801142857142857
c_1633;76,57777777777778;14,256222222222222
c_1634;17,617021276595743;64,31063829787234
c_1635;33,42307692307692;14,838076923076922
