id_prod;ca_total
0_1145;3564,9
0_1146;183,78000000000003
0_1147;3299,28
0_1148;240,93
0_1149;2707,48
0_115;69,9
0_1150;244,0
0_1151;2,99
0_1152;5531,9
0_1153;3150,7400000000002
0_1154;999,96
0_1155;26,910000000000004
0_1156;6650,799999999999
0_1157;10463,49
0_1158;4998,38
0_1159;3875,15
0_116;152,52
0_1160;7112,26
0_1161;191,94
0_1162;6058,2
0_1163;4345,650000000001
0_1164;218,61
0_1165;11,96
0_1166;6863,4
0_1167;3452,16
0_1168;3179,9700000000003
0_1169;2787,21
0_117;183,77
0_1170;1416,22
0_1171;3,96
0_1172;3223,71
0_1173;6076,799999999999
0_1174;1073,6
0_1175;3164,48
0_1176;2639,25
0_1177;1342,31
0_1178;2836,4
0_1179;1509,48
0_118;23,759999999999998
0_1180;4175,25
0_1181;4016,65
0_1182;6580,28
0_1183;5630,87
0_1184;1160,3
0_1185;1952,74
0_1186;3972,9
0_1187;2145,9300000000003
0_1188;5064,66
0_1189;4695,389999999999
0_119;11,96
0_1190;1989,0
0_1191;2,9699999999999998
0_1192;4394,5199999999995
0_1193;3386,61
0_1194;376,56000000000006
0_1195;2369,61
0_1196;2180,85
0_1197;1999,14
0_1198;3453,82
0_1199;4751,83
0_12;323,52
0_120;9,9
0_1200;3725,2000000000003
0_1201;3286,01
0_1202;1333,08
0_1203;9,9
0_1204;770,56
0_1205;2934,33
0_1206;1273,02
0_1207;4196,53
0_1208;1689,3500000000001
0_1209;2723,9700000000003
0_121;288,83
0_1210;4093,5600000000004
0_1211;23,92
0_1212;1937,1699999999998
0_1213;87,96
0_1214;284,83
0_1215;63,98
0_1216;4443,75
0_1217;174,92999999999998
0_1218;932,92
0_1219;1033,41
0_122;230,39999999999998
0_1220;3673,34
0_1221;20,93
0_1222;2034,0900000000001
0_1223;1611,31
0_1224;4513,6
0_1225;3987,9300000000003
0_1226;3150,52
0_1227;1467,0600000000002
0_1228;894,5999999999999
0_1229;2187,87
0_123;674,55
0_1230;3964,47
0_1231;129,95
0_1232;186,54999999999998
0_1233;43,98
0_1234;1975,59
0_1235;43,78
0_1236;5937,0
0_1237;74,97
0_1238;4471,3
0_1239;265,93
0_124;100,85000000000001
0_1240;295,09999999999997
0_1241;17,91
0_1242;2247,54
0_1243;5212,74
0_1244;42,330000000000005
0_1245;2036,6000000000001
0_1246;2166,09
0_1247;5836,35
0_1248;2808,75
0_1249;4858,26
0_125;187,53
0_1250;1551,0
0_1251;197,91
0_1252;1633,4899999999998
0_1253;4923,21
0_1254;1858,32
0_1255;4077,29
0_1256;4290,67
0_1257;4110,26
0_1258;6171,360000000001
0_1259;4088,59
0_126;624,92
0_1260;4512,599999999999
0_1261;3191,4500000000003
0_1262;238,81
0_1263;206,91
0_1264;5797,110000000001
0_1265;329,90000000000003
0_1266;1605,0
0_1267;1480,2900000000002
0_1268;2402,78
0_1269;53,82000000000001
0_127;463,42
0_1270;2535,46
0_1271;13,93
0_1272;6548,85
0_1273;2885,79
0_1274;2758,86
0_1275;1356,6000000000001
0_1276;393,89000000000004
0_1277;3331,83
0_1278;3422,7200000000003
0_1279;41,98
0_128;1339,92
0_1280;4365,400000000001
0_1281;4676,4
0_1282;1876,77
0_1283;4,95
0_1284;1,38
0_1285;1631,73
0_1286;435,59999999999997
0_1287;5059,78
0_1288;3466,65
0_1289;4507,53
0_129;373,83
0_1290;3378,44
0_1291;5080,009999999999
0_1292;3479,0000000000005
0_1293;3704,91
0_1294;1016,8
0_1295;3340,96
0_1296;2168,76
0_1297;6114,78
0_1298;5899,04
0_1299;2320,6800000000003
0_13;183,77
0_130;441,6
0_1300;188,19
0_1301;1749,0800000000002
0_1302;26,28
0_1303;2484,89
0_1304;1898,64
0_1305;109,94999999999999
0_1306;5109,299999999999
0_1307;6247,709999999999
0_1308;5762,879999999999
0_1309;5905,889999999999
0_131;719,4
0_1310;30,939999999999998
0_1311;5260,23
0_1312;295,23
0_1313;4840,54
0_1314;165,04
0_1315;3373,9300000000003
0_1316;2145,6
0_1317;1856,28
0_1319;5111,59
0_132;1101,93
0_1320;4457,52
0_1321;5772,39
0_1322;1571,79
0_1323;4978,47
0_1324;2255,82
0_1325;9720,27
0_1326;9477,82
0_1327;23,92
0_1328;7846,919999999999
0_1329;9,9
0_133;395,34000000000003
0_1330;10523,519999999999
0_1331;149,95
0_1332;298,08
0_1333;5744,41
0_1334;16959,44
0_1335;18529,699999999997
0_1336;358,53
0_1337;175,92
0_1338;9280,0
0_1339;7929,18
0_134;443,88000000000005
0_1340;14036,76
0_1341;8441,55
0_1342;19119,69
0_1343;87,96
0_1344;18088,0
0_1345;17108,489999999998
0_1346;216,20000000000002
0_1347;5870,2
0_1348;11380,38
0_1349;16117,92
0_135;831,36
0_1350;15013,55
0_1351;8864,14
0_1352;4518,0
0_1353;19430,28
0_1354;6949,799999999999
0_1355;19312,829999999998
0_1356;5770,52
0_1357;16725,54
0_1358;18237,94
0_1359;129,95
0_136;499,13
0_1360;4403,61
0_1361;3986,01
0_1362;11672,900000000001
0_1363;16259,429999999998
0_1364;15,39
0_1365;38,870000000000005
0_1366;17915,399999999998
0_1367;9783,84
0_1368;4714,47
0_1369;464,84999999999997
0_137;351,89
0_1370;9695,400000000001
0_1371;263,88
0_1372;19,580000000000002
0_1373;16844,129999999997
0_1374;294,0
0_1375;5928,58
0_1376;14551,039999999999
0_1377;12531,64
0_1378;12996,76
0_1379;2,99
0_138;957,5999999999999
0_1380;6339,95
0_1381;5211,3
0_1382;12824,019999999999
0_1383;11288,31
0_1384;12736,08
0_1385;9831,8
0_1386;11528,16
0_1387;9484,37
0_1388;15537,899999999998
0_1389;146,92999999999998
0_139;20,93
0_1390;17045,600000000002
0_1391;6415,97
0_1392;5518,8
0_1393;11222,64
0_1394;13785,66
0_1395;3359,5800000000004
0_1396;9818,82
0_1397;14060,62
0_1398;4696,28
0_1399;16748,69
0_14;282,3
0_140;166,85999999999999
0_1400;4351,75
0_1401;10792,18
0_1402;30,0
0_1403;14646,84
0_1404;7093,08
0_1405;5668,64
0_1406;20,0
0_1407;15263,09
0_1408;13,13
0_1409;6102,77
0_141;47,84
0_1410;17523,0
0_1411;11201,54
0_1412;13442,58
0_1413;26,910000000000004
0_1414;22287,0
0_1415;699,8000000000001
0_1416;11558,04
0_1417;21372,12
0_1418;8921,37
0_1419;10788,0
0_142;952,8000000000001
0_1420;13409,39
0_1421;23008,489999999998
0_1422;14741,72
0_1423;23,92
0_1424;10411,58
0_1425;16445,34
0_1426;15496,32
0_1427;202,92999999999998
0_1428;4419,75
0_1429;9324,33
0_143;279,92
0_1430;20109,87
0_1431;14089,18
0_1432;19261,44
0_1433;279,9
0_1434;10596,3
0_1435;16284,36
0_1436;10,56
0_1437;4803,96
0_1438;11209,24
0_1439;91,96
0_144;667,28
0_1440;6878,88
0_1441;23452,649999999998
0_1442;5951,129999999999
0_1443;6954,39
0_1444;29,12
0_1445;12177,81
0_1446;9497,66
0_1447;4999,9800000000005
0_1448;20701,420000000002
0_1449;4999,9800000000005
0_145;405,85999999999996
0_1450;7600,889999999999
0_1451;21689,149999999998
0_1452;14059,17
0_1453;8501,36
0_1454;6972,81
0_1455;9241,72
0_1456;164,52
0_1457;13117,06
0_1458;6975,75
0_1459;8,91
0_146;754,1600000000001
0_1460;5108,67
0_1461;12577,51
0_1462;190,02
0_1463;87,96
0_1464;8832,359999999999
0_1465;4281,27
0_1466;259,38
0_1467;4880,22
0_1468;6456,96
0_1469;15379,74
0_147;17,94
0_1470;20194,02
0_1471;14977,47
0_1472;13326,83
0_1473;18500,43
0_1474;11589,240000000002
0_1475;13524,72
0_1476;18463,14
0_1477;23,88
0_1478;6,27
0_1479;17940,78
0_148;199,71
0_1480;4394,85
0_1481;4560,570000000001
0_1482;6714,24
0_1483;3982,02
0_1484;126,15
0_1485;15002,099999999999
0_1486;3633,27
0_1487;3098,79
0_1488;3408,6
0_1489;6286,28
0_149;647,64
0_1490;6895,2
0_1491;3570,04
0_1492;133,25
0_1493;9713,52
0_1494;5312,4
0_1495;91,96
0_1496;12,1
0_1497;278,90999999999997
0_1498;2,48
0_1499;7373,85
0_15;207,84
0_150;769,5699999999999
0_1500;108,05
0_1501;7901,41
0_1502;4788,570000000001
0_1503;10681,32
0_1504;18,48
0_1505;10642,9
0_1506;6110,0
0_1507;2816,94
0_1508;5564,79
0_1509;3128,73
0_151;531,62
0_1510;13,080000000000002
0_1511;5,9399999999999995
0_1512;3459,66
0_1513;5906,43
0_1514;7046,4
0_1515;3893,4300000000003
0_1516;7669,53
0_1517;13312,599999999999
0_1518;2817,3199999999997
0_1519;3144,75
0_152;552,33
0_1520;6225,76
0_1521;12952,8
0_1522;3642,96
0_1523;146,92999999999998
0_1524;8517,34
0_1525;4089,15
0_1526;3899,18
0_1527;5017,72
0_1528;6657,3
0_1529;2521,6800000000003
0_153;191,52
0_1530;1966,68
0_1531;4152,06
0_1532;9821,220000000001
0_1533;55,98
0_1534;2651,88
0_1535;5,97
0_1536;3986,95
0_1537;3246,58
0_1538;4658,009999999999
0_1539;0,99
0_154;455,8
0_1540;10044,73
0_1541;6786,34
0_1542;10166,58
0_1543;9289,36
0_1544;75,82
0_1545;13843,71
0_1546;7458,799999999999
0_1547;5106,32
0_1548;5757,36
0_1549;77,97
0_155;425,29
0_1550;4,84
0_1551;8144,7300000000005
0_1552;6,859999999999999
0_1553;8589,86
0_1554;35,64
0_1555;10169,64
0_1556;12007,85
0_1557;4473,6
0_1558;6423,0599999999995
0_1559;6153,84
0_156;388,48
0_1560;7344,719999999999
0_1561;3641,92
0_1562;10605,6
0_1563;2785,02
0_1564;7683,919999999999
0_1565;5632,95
0_1566;7376,639999999999
0_1567;12266,779999999999
0_1568;2920,0
0_1569;12248,34
0_157;899,55
0_1570;7,68
0_1571;4187,01
0_1572;5958,12
0_1573;5046,78
0_1574;7262,17
0_1575;3872,2400000000002
0_1576;4,58
0_1577;35,88
0_1578;15121,5
0_1579;3363,57
0_158;545,8199999999999
0_1580;11496,42
0_1581;341,91
0_1582;97,68
0_1583;12712,05
0_1584;9634,05
0_1585;4021,94
0_1586;10739,95
0_1587;12711,52
0_1588;73,17
0_1589;260,90999999999997
0_159;532,59
0_1590;15333,3
0_1591;8321,67
0_1592;227,07
0_1593;5710,83
0_1594;2757,2400000000002
0_1595;5,98
0_1596;8878,519999999999
0_1597;169,95000000000002
0_1598;9343,98
0_1599;12300,759999999998
0_16;57,96
0_160;492,47999999999996
0_1600;11047,050000000001
0_1601;1,99
0_1602;222,09
0_1603;6922,3
0_1604;13622,78
0_1605;4879,02
0_1606;13641,599999999999
0_1607;3148,11
0_1608;8849,52
0_1609;14394,419999999998
0_161;611,32
0_1610;63,150000000000006
0_1611;8428,97
0_1612;9505,08
0_1613;6059,26
0_1614;2720,25
0_1615;15,92
0_1616;9747,0
0_1617;8141,21
0_1618;2693,9
0_1619;3458,07
0_162;765,96
0_1621;13564,46
0_1622;5360,7
0_1623;5680,89
0_1625;4115,13
0_1626;10697,26
0_1627;2753,1000000000004
0_1628;6973,02
0_1629;368,91
0_163;583,27
0_1630;9572,16
0_1631;8000,72
0_1632;6594,360000000001
0_1633;24,99
0_1634;3816,4
0_1635;12572,599999999999
0_1636;7106,4
0_1637;3572,84
0_1638;4176,9
0_1639;5829,66
0_164;1012,0500000000001
0_1640;7432,740000000001
0_1641;11242,5
0_1642;3857,58
0_1643;4519,339999999999
0_1644;1450,08
0_1646;4113,45
0_1647;983,1800000000001
0_1648;24,93
0_1649;139,95
0_165;559,6
0_1650;60,54
0_1651;4,95
0_1652;1294,6999999999998
0_1653;1,98
0_1654;1624,95
0_1655;26,910000000000004
0_1656;139,56
0_1657;1903,73
0_1658;591,18
0_1659;1408,59
0_166;25,62
0_1660;416,52
0_1661;545,09
0_1662;478,49999999999994
0_1663;706,82
0_1664;154,32
0_1665;1678,95
0_1666;1150,1799999999998
0_1667;886,89
0_1668;1505,86
0_1669;796,86
0_167;233,91
0_1670;212,31
0_1671;438,90000000000003
0_1672;2080,5
0_1673;643,08
0_1674;90,52
0_1675;47,98
0_1676;1117,92
0_1677;1208,9
0_1678;1548,96
0_1679;685,02
0_168;482,55999999999995
0_1680;2106,0
0_1681;1888,65
0_1682;422,0
0_1683;2,99
0_1684;2190,6299999999997
0_1685;1068,93
0_1686;1605,24
0_1687;1917,9899999999998
0_1688;631,62
0_1689;14,950000000000001
0_169;1253,34
0_1690;1410,26
0_1691;1768,82
0_1692;1269,2
0_1693;997,89
0_1694;887,4000000000001
0_1695;29,900000000000002
0_1696;676,8000000000001
0_1697;1482,94
0_1698;1139,2
0_1699;1385,2299999999998
0_17;118,83
0_170;763,84
0_1700;1812,0199999999998
0_1701;634,94
0_1702;1523,0800000000002
0_1703;241,89
0_1704;1520,9099999999999
0_1705;275,88
0_1706;306,24
0_1707;1834,9199999999998
0_1708;423,04
0_1709;688,85
0_171;1671,12
0_1710;448,47
0_1711;14,950000000000001
0_1712;724,0
0_1713;1273,09
0_1714;1506,6
0_1715;8,97
0_1716;8,76
0_1717;1273,09
0_1718;928,3199999999999
0_1719;563,0600000000001
0_172;574,77
0_1720;839,0500000000001
0_1721;376,87
0_1722;446,03999999999996
0_1723;1123,75
0_1724;31,02
0_1725;1978,68
0_1726;4,71
0_1727;1450,68
0_1728;2,27
0_1729;1708,8600000000001
0_173;20,93
0_1730;633,7800000000001
0_1731;1633,91
0_1732;124,75
0_1733;17,91
0_1734;1854,93
0_1735;80,97
0_1736;444,28000000000003
0_1737;134,95
0_1738;1007,3900000000001
0_1739;137,94
0_174;393,75
0_1740;239,25
0_1741;2176,79
0_1742;1578,7199999999998
0_1743;760,73
0_1744;1644,96
0_1745;828,34
0_1746;1217,7
0_1747;478,8
0_1748;2016,0
0_1749;489,86
0_175;1007,37
0_1750;897,8199999999999
0_1751;129,95
0_1752;808,65
0_1753;1351,77
0_1754;1869,6
0_1755;1186,68
0_1756;1848,42
0_1757;13,93
0_1758;1845,44
0_1759;2,9699999999999998
0_176;882,0
0_1760;1208,97
0_1761;1198,5
0_1762;1867,02
0_1763;167,94
0_1764;25,87
0_1765;83,96
0_1766;500,5
0_1767;2234,28
0_1768;1400,44
0_1769;838,8000000000001
0_177;1179,4099999999999
0_1770;82,8
0_1771;9,9
0_1772;2199,12
0_1773;1791,3700000000001
0_1774;1130,9199999999998
0_1775;796,86
0_1776;84,64
0_1777;3095,37
0_1778;85,38
0_1779;2122,8199999999997
0_178;141,8
0_1781;712,8100000000001
0_1782;1246,5600000000002
0_1783;311,88
0_1784;2658,56
0_1785;970,9200000000001
0_1786;2688,0
0_1787;638,72
0_1788;1134,24
0_1789;573,85
0_179;229,89999999999998
0_1790;1571,44
0_1791;1726,56
0_1792;1037,2199999999998
0_1793;470,82000000000005
0_1794;95,49
0_1795;2158,7999999999997
0_1796;441,97999999999996
0_1797;1966,77
0_1798;2167,5
0_1799;1278,72
0_18;433,33
0_180;10,67
0_1801;402,99
0_1802;173,82
0_1803;5,98
0_1804;2491,65
0_1805;17,91
0_1806;4,83
0_1807;1768,82
0_1808;868,0
0_1809;1804,71
0_181;461,23
0_1810;619,84
0_1811;638,72
0_1812;953,77
0_1813;285,89
0_1814;163,6
0_1815;1186,68
0_1816;930,91
0_1817;167,92
0_1818;1024,8600000000001
0_1819;119,94999999999999
0_182;717,5999999999999
0_1820;133,8
0_1821;1874,66
0_1822;1372,64
0_1823;530,6700000000001
0_1824;672,1
0_1825;311,22
0_1826;822,28
0_1827;764,15
0_1828;535,15
0_1829;444,11
0_183;50,830000000000005
0_1830;1787,56
0_1831;482,31
0_1832;563,16
0_1833;461,23
0_1834;1362,6000000000001
0_1835;970,9200000000001
0_1836;465,76
0_1837;978,11
0_1838;580,5
0_1839;978,11
0_184;162,12
0_1840;2,56
0_1841;1637,09
0_1842;81,04
0_1843;467,22
0_1844;3,85
0_1845;503,28000000000003
0_1846;315,9
0_1847;656,27
0_1848;92,44
0_1849;1286,01
0_185;695,42
0_1850;1032,3
0_1851;1147,18
0_1852;720,98
0_1853;695,42
0_1854;211,04999999999998
0_1855;7,96
0_1856;545,49
0_1857;818,37
0_1858;7,32
0_1859;414,17
0_186;26,0
0_1860;425,42999999999995
0_1861;714,35
0_1862;934,0100000000001
0_1863;780,29
0_1864;159,32000000000002
0_1865;847,47
0_1866;377,52
0_1867;143,94
0_1868;268,77
0_1869;1499,2499999999998
0_187;37,81
0_1870;742,9200000000001
0_1871;3,98
0_1872;527,52
0_1873;857,22
0_1874;275,01
0_1875;359,28000000000003
0_1876;822,4
0_1877;779,22
0_1878;13,620000000000001
0_1879;359,1
0_188;336,59999999999997
0_1880;1267,35
0_1881;575,28
0_1882;1451,45
0_1883;545,22
0_1884;328,18
0_1885;636,09
0_1886;185,04
0_1887;533,11
0_1888;694,38
0_1889;259,48
0_189;701,46
0_1890;444,62
0_1891;443,26
0_1892;1205,76
0_1893;2031,9299999999998
0_1894;859,4599999999999
0_1895;319,20000000000005
0_1896;1034,55
0_1897;104,94999999999999
0_1898;14,700000000000001
0_1899;219,89999999999998
0_19;109,78
0_190;320,4
0_1900;75,96000000000001
0_1901;1055,04
0_1902;4,56
0_1903;521,13
0_1904;1566,51
0_1905;846,94
0_1906;257,13
0_1907;939,0600000000001
0_1908;1931,67
0_1909;17,94
0_191;395,56
0_1910;943,9499999999999
0_1911;1558,8
0_1912;5,67
0_1913;430,92
0_1914;150,08
0_1915;1274,2499999999998
0_1916;635,85
0_1917;13,93
0_1918;290,4
0_1919;810,84
0_192;482,15999999999997
0_1920;100,64
0_1921;639,2
0_1922;366,42
0_1923;359,1
0_1924;976,4399999999999
0_1925;233,91
0_1926;1120,98
0_1927;1563,08
0_1928;916,32
0_1929;699,0
0_193;155,61
0_1930;686,55
0_1931;613,77
0_1932;421,83
0_1933;1774,89
0_1934;628,65
0_1935;5,9399999999999995
0_1936;115,28
0_1937;1234,97
0_1938;28,44
0_1939;1439,1999999999998
0_194;792,0
0_1940;1867,62
0_1941;1119,2
0_1942;1428,48
0_1943;1287,08
0_1944;1099,17
0_1945;678,03
0_1946;410,67
0_1947;1208,07
0_1948;363,53999999999996
0_1949;379,05
0_195;1279,2
0_1950;25,0
0_1951;533,11
0_1952;371,3
0_1953;620,3100000000001
0_1954;847,6
0_1955;681,38
0_1956;1083,15
0_1957;1493,1699999999998
0_1958;999,0
0_1959;291,27000000000004
0_196;576,0
0_1960;23,76
0_1961;311,22
0_1962;468,16
0_1963;749,25
0_1964;745,29
0_1965;688,62
0_1966;733,46
0_1967;974,25
0_1968;395,84999999999997
0_1969;1419,29
0_197;265,93
0_1970;246,78000000000003
0_1971;1257,26
0_1972;1314,78
0_1973;450,87
0_1974;654,12
0_1975;1198,5
0_1976;2144,0
0_1977;1060,23
0_1978;119,05
0_1979;167,92
0_198;1087,56
0_1980;623,6999999999999
0_1981;1096,17
0_1982;1663,15
0_1983;923,1500000000001
0_1984;1191,3
0_1985;1233,94
0_1986;233,01
0_1987;1621,68
0_1988;1774,8
0_1989;778,0500000000001
0_199;575,36
0_1990;331,65
0_1991;191,92
0_1992;2826,32
0_1993;87,96
0_1994;1070,7
0_1995;503,82
0_1996;3292,12
0_1997;1029,42
0_1998;411,4
0_1999;3195,54
0_2;311,59999999999997
0_20;216,48
0_200;1078,52
0_2000;1224,52
0_2001;1821,72
0_2002;4540,92
0_2003;1509,8400000000001
0_2004;2013,7200000000003
0_2005;1613,98
0_2006;3054,6299999999997
0_2007;2297,7000000000003
0_2008;3289,82
0_2009;881,7900000000001
0_201;235,41000000000003
0_2010;88,80000000000001
0_2011;3652,8499999999995
0_2012;774,9
0_2013;2417,58
0_2014;318,45
0_2015;26,910000000000004
0_2016;11,299999999999999
0_2017;231,92
0_2018;1144,3600000000001
0_2019;1885,64
0_202;5,58
0_2020;2092,09
0_2021;2831,82
0_2022;1507,3500000000001
0_2023;2923,05
0_2024;3034,2000000000003
0_2025;1573,25
0_2026;1145,36
0_2027;109,94999999999999
0_2028;2473,45
0_2029;861,84
0_203;389,35
0_2030;2653,2000000000003
0_2031;298,87
0_2032;396,44
0_2033;2848,1
0_2034;1850,88
0_2035;3418,1
0_2036;184,41
0_2037;2938,04
0_2038;970,1899999999999
0_2039;1384,02
0_204;21,24
0_2040;103,25
0_2041;3341,91
0_2042;1357,54
0_2043;2895,93
0_2044;1304,16
0_2045;2483,7400000000002
0_2046;258,72
0_2047;1287,8500000000001
0_2048;2758,72
0_2049;1389,68
0_205;189,62
0_2050;571,1999999999999
0_2051;367,84
0_2052;1765,1299999999999
0_2053;3777,48
0_2054;2264,12
0_2055;398,80999999999995
0_2056;923,4
0_2057;2040,73
0_2058;1490,3999999999999
0_2059;2610,9900000000002
0_206;206,33999999999997
0_2060;1627,5600000000002
0_2061;2407,59
0_2062;3634,2700000000004
0_2063;2085,39
0_2064;2511,75
0_2065;1773,78
0_2066;3469,2
0_2067;25,87
0_2068;4159,68
0_2069;4983,23
0_207;323,73
0_2070;53,02
0_2071;527,76
0_2072;1224,3
0_2073;50,830000000000005
0_2074;2664,0000000000005
0_2075;2490,23
0_2076;3314,4900000000002
0_2077;961,59
0_2078;3985,7999999999997
0_2079;2427,57
0_208;387,71999999999997
0_2080;3419,68
0_2081;99,96
0_2082;170,31
0_2083;1719,54
0_2084;2408,4
0_2085;3561,03
0_2086;819,47
0_2087;431,84
0_2088;330,0
0_2089;2727,9
0_209;223,68
0_2090;2498,28
0_2091;41,86
0_2092;3471,65
0_2093;2077,92
0_2094;203,14
0_2095;3793,08
0_2096;3947,44
0_2097;11,94
0_2098;3060,81
0_2099;2149,31
0_21;49,900000000000006
0_210;18,700000000000003
0_2100;1911,42
0_2101;377,82
0_2102;1560,26
0_2103;1923,8600000000001
0_2104;1675,8000000000002
0_2105;1431,6100000000001
0_2106;3373,48
0_2107;1168,05
0_2108;2134,44
0_2109;2546,04
0_211;337,74
0_2110;1612,16
0_2111;2831,82
0_2112;419,52
0_2113;2818,83
0_2114;1193,82
0_2115;993,01
0_2116;2825,1
0_2117;1384,02
0_2118;1633,98
0_2119;2457,54
0_212;442,24
0_2120;512,43
0_2121;499,79999999999995
0_2122;4031,5200000000004
0_2123;2337,66
0_2124;2582,79
0_2125;17,91
0_2126;3715,04
0_2127;3195,54
0_2128;1001,0
0_2129;1581,3600000000001
0_213;389,74
0_2130;2735,9999999999995
0_2131;2355,38
0_2132;1054,13
0_2133;845,88
0_2134;1108,43
0_2135;1042,91
0_2136;2939,1800000000003
0_2137;2542,41
0_2138;9,3
0_2139;588,82
0_214;421,92
0_2140;1458,99
0_2141;1486,76
0_2142;39,75
0_2143;349,85999999999996
0_2144;22,5
0_2145;1791,3700000000001
0_2146;1537,3200000000002
0_2147;519,87
0_2148;1324,92
0_2149;8,97
0_215;167,72
0_2150;1499,4
0_2151;2599,47
0_2152;2787,23
0_2153;395,82
0_2154;1450,7
0_2155;395,82
0_2156;847,29
0_2157;314,91
0_2158;1237,5
0_2159;298,87
0_216;162,33
0_2160;244,2
0_2161;1714,44
0_2162;496,91999999999996
0_2163;628,74
0_2164;634,92
0_2165;3213,9900000000002
0_2166;17,46
0_2167;2350,53
0_2168;1653,16
0_2169;18,81
0_217;17,91
0_2170;360,59999999999997
0_2171;948,1
0_2172;609,16
0_2173;1558,44
0_2174;620,0
0_2175;2620,62
0_2176;2401,2000000000003
0_2177;139,96
0_2178;1327,68
0_2179;1222,47
0_218;626,0699999999999
0_2180;2393,1600000000003
0_2181;419,84999999999997
0_2182;1914,71
0_2183;1267,59
0_2184;1419,32
0_2185;1108,89
0_2186;504,0
0_2187;1206,49
0_2188;2651,65
0_2189;44,85
0_219;475,66
0_2190;1356,3000000000002
0_2191;1069,47
0_2192;3070,34
0_2193;143,94
0_2194;946,08
0_2195;134,95
0_2196;1530,16
0_2197;26,910000000000004
0_2198;1383,96
0_2199;1584,78
0_22;394,4
0_220;85,56
0_2200;184,23
0_2201;20,99
0_2202;1039,36
0_2203;466,83000000000004
0_2204;24,3
0_2205;1790,88
0_2206;681,54
0_2207;1182,52
0_2208;1719,1499999999999
0_2209;1483,3500000000001
0_221;377,73
0_2210;2280,1
0_2211;1728,27
0_2212;918,0
0_2213;1901,27
0_2214;27,04
0_2215;594,51
0_2216;638,4
0_2217;299,88
0_2218;493,77
0_2219;2248,5
0_222;510,9
0_2220;24,1
0_2221;763,47
0_2222;596,07
0_2223;728,5400000000001
0_2224;2475,36
